Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 313,MG982663_India_Coxsackievirus-A21,MajorParent, 8.6726159515884, 10, 1, 0, 0, 5, 0, 0, 0, 8, 8.94887751184968, 0, 2, 0, 10, 2.5, 0, 15,
 313,PP621603_Nepal_2023,MinorParent, 4.30640435268151, 0, 1, 5, 5, 5, 4, 14, 4, 0, 5.42291055620527, .173347778981582, 4, 1, 0, 0, 0, 0,
 314,PP461531_Nepal_2023,Recombinant, 13.8739413592685, 0, 1, 10, 10, 5, 8, 18, 8, 8, 6.39839841457463, 1.67930660888407, 4, 2, 0, 2.5, 0, 0,
 314,PP621598_Nepal_2023,MajorParent, 11.0716242662569, 0, 1, 5, 0, 5, 4, 14, 4, 4, 7.11454664140519, 1.84182015167931, 2, 1, 0, 0, 0, 20,
 314,PP621614_Thailand_2019,MinorParent, 5.05443437447463, 0, 1, 0, 5, 5, 0, 0, 0, 0, 6.48705494402018, 1.8851570964247, 0, 0, 0, 5, 0, 15,
 315,JX275078_Nigeria_Poliovirus-2,Recombinant, 19.1074719485084, 20, 10, 10, 5, 0, 8, 18, 8, 8, 7.30999759353021, 0, 0, 1, 20, 5, 5, 15,
 315,MH785183_Nigeria_Coxsackievirus-A20,MajorParent, 5.38127871810088, 0, 10, 5, 10, 10, 4, 0, 4, 4, 5.4137385614242, 2.16684723726977E-02, 2, 2, 0, 0, 0, 0,
 315,JX275023_Nigeria_Poliovirus-2,MinorParent, 5.51124933339068, 0, 0, 0, 0, 0, 0, 14, 0, 0, 7.2762638450456, 0, 4, 0, 0, 2.5, 5, 20,
 316,MG720258_China_2015,Recombinant, 15.857402292337, 0, 1, 10, 5, 10, 8, 18, 8, 0, 6.53807082206087, 0, 4, 1, 20, 2.5, 0, 20,
 316,OQ842423_USA_2013,MajorParent, 6.35752192466663, 0, 1, 0, 0, 0, 0, 0, 0, 8, 6.74749081572191, 1.87432286023835, 0, 2, 0, 5, 5, 15,
 316,MF678301_Australia_2008,MinorParent, 7.78507578299639, 0, 1, 5, 10, 0, 4, 14, 4, 4, 6.71443836221722, 0, 2, 0, 20, 0, 0, 0,
 321,JX275258_Nigeria_Poliovirus-2,Recombinant, 13.5748570432025, 20, 10, 5, 10, 0, 4, 14, 8, 4, 6.57222751010635, .325732899022801, 2, 1, 20, 0, 0, 20,
 321,JX275325_Nigeria_Poliovirus-2,MajorParent, 5.88638475632209, 0, 0, 10, 5, 0, 0, 0, 4, 8, 8.18999765483027, .466883821932682, 0, 0, 0, 2.5, 0, 0,
 321,JX275038_Nigeria_Poliovirus-2,MinorParent, 10.5387582004754, 20, 10, 0, 0, 10, 8, 18, 0, 0, 5.23777483506338, .130293159609121, 4, 2, 20, 5, 0, 15,
 322,JX275274_Nigeria_Poliovirus-2,Recombinant, 18.0042283191855, 20, 1, 5, 10, 10, 8, 18, 4, 4, 7.53770251273729, 0, 2, 1, 20, 0, 0, 20,
 322,JX275032_Nigeria_Poliovirus-2,MajorParent, 6.41750396257743, 0, 1, 10, 0, 0, 4, 14, 8, 8, 5.22274366631543, .466883821932682, 0, 2, 0, 5, 5, 0,
 322,JX275272_Nigeria_Poliovirus-2,MinorParent, 5.57826771823708, 10, 1, 0, 5, 0, 0, 0, 0, 0, 7.23955382094727, 0, 4, 0, 0, 2.5, 0, 15,
 323,JX275163_Nigeria_Poliovirus-2,Recombinant, 12.1438213163382, 10, 1, 5, 10, 5, 4, 14, 4, 0, 7.30637695673887, 0, 4, 1, 20, 0, 0, 20,
 323,JX275328_Nigeria_Poliovirus-2,MajorParent, 9.31432710917508, 0, 1, 10, 0, 5, 8, 18, 8, 8, 5.10513790834028, .11943539630836, 2, 2, 0, 2.5, 0, 0,
 323,JX275137_Nigeria_Poliovirus-2,MinorParent, 8.5418515744867, 20, 1, 0, 5, 5, 0, 0, 0, 4, 7.58848513492085, 0, 0, 0, 0, 5, 0, 15,
 325,JX275381_Nigeria_Poliovirus-2,Recombinant, 13.582564716668, 10, 1, 10, 10, 0, 8, 18, 8, 8, 6.23735498195452, 0, 4, 0, 0, 2.5, 0, 0,
 325,JX275145_Nigeria_Poliovirus-2,MajorParent, 3.12387357756643, 0, 1, 0, 5, 0, 0, 0, 0, 4, 7.16872903361768, 0, 0, 1, 0, 5, 0, 15,
 325,JX275294_Nigeria_Poliovirus-2,MinorParent, 13.2935617057655, 20, 1, 5, 0, 0, 4, 14, 4, 0, 6.5939159844278, 0, 2, 2, 20, 0, 0, 20,
 326,JX275137_Nigeria_Poliovirus-2,Recombinant, 11.7014914132558, 20, 0, 5, 0, 5, 4, 14, 4, 0, 7.56864643129082, 0, 4, 1, 10, 2.5, 0, 15,
 326,JX275032_Nigeria_Poliovirus-2,MajorParent, 10.8615542807509, 0, 0, 10, 10, 5, 8, 18, 8, 8, 5.38322166887114, .434310532030402, 0, 2, 0, 5, 5, 0,
 326,JX275052_Nigeria_Poliovirus-2,MinorParent, 7.43695430599323, 10, 10, 0, 5, 5, 0, 0, 0, 4, 7.04813189983804, 0, 2, 0, 20, 0, 0, 20,
 328,JX275234_Nigeria_Poliovirus-2,Recombinant, 15.6770787930123, 20, 10, 10, 0, 0, 4, 14, 8, 8, 7.89665681807107, .217155266015201, 0, 2, 20, 5, 0, 0,
 328,JX275305_Nigeria_Poliovirus-2,MajorParent, 4.94730119248325, 0, 0, 5, 10, 5, 0, 0, 4, 4, 5.06600670621055, 0, 2, 1, 0, 2.5, 0, 15,
 328,JX275313_Nigeria_Poliovirus-2,MinorParent, 9.37562001450442, 20, 0, 0, 5, 5, 8, 18, 0, 0, 7.03733647571838, 0, 4, 0, 0, 0, 0, 20,
 329,JX275038_Nigeria_Poliovirus-2,Recombinant, 11.632175211736, 20, 10, 0, 10, 0, 8, 18, 0, 0, 6.16849178891658, .11943539630836, 4, 0, 20, 0, 0, 15,
 329,JX275189_Nigeria_Poliovirus-2,MajorParent, 6.75578602825195, 0, 0, 10, 5, 10, 4, 14, 8, 8, 5.37277112762448, .532030401737242, 0, 1, 0, 5, 5, 0,
 329,JX275265_Nigeria_Poliovirus-2,MinorParent, 11.6120387600121, 20, 10, 5, 0, 0, 0, 0, 4, 4, 8.45873708345893, 0, 0, 2, 20, 2.5, 0, 20,
 330,JX275032_Nigeria_Poliovirus-2,Recombinant, 13.1552190130651, 10, 1, 10, 10, 10, 8, 18, 8, 8, 5.18577587085251, .434310532030402, 4, 2, 10, 2.5, 0, 0,
 330,JX275294_Nigeria_Poliovirus-2,MajorParent, 11.9220942990465, 20, 1, 5, 5, 0, 4, 14, 4, 4, 7.2793722661804, 0, 0, 1, 20, 0, 0, 20,
 330,JX275145_Nigeria_Poliovirus-2,MinorParent, 4.92268668788833, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7.53485186296709, 0, 2, 0, 0, 5, 0, 15,
 331,JX275342_Nigeria_Poliovirus-2,Recombinant, 16.1782038974226, 20, 10, 10, 5, 0, 8, 18, 8, 4, 7.60150419131331, .325732899022801, 2, 2, 20, 5, 0, 0,
 331,JX275305_Nigeria_Poliovirus-2,MajorParent, 5.12348586344725, 0, 0, 5, 0, 0, 4, 14, 4, 8, 5.21121013513865, 7.60043431053203E-02, 0, 1, 0, 2.5, 0, 15,
 331,JX275272_Nigeria_Poliovirus-2,MinorParent, 8.69831023913018, 10, 10, 0, 10, 10, 0, 0, 0, 0, 7.18728567354805, 0, 4, 0, 10, 0, 0, 20,
 332,JX275302_Nigeria_Poliovirus-2,Recombinant, 17.7950292204429, 20, 10, 5, 0, 0, 8, 18, 4, 0, 7.16613533298071, 2.17155266015201E-02, 4, 2, 20, 0, 0, 20,
 332,JX275377_Nigeria_Poliovirus-2,MajorParent, 11.2816420127366, 0, 0, 10, 10, 10, 4, 14, 8, 8, 5.92428772864541, .11943539630836, 2, 0, 0, 2.5, 0, 15,
 332,JX275023_Nigeria_Poliovirus-2,MinorParent, .923328766820562, 0, 0, 0, 5, 0, 0, 0, 0, 4, 6.90957693837388, 4.34310532030402E-02, 0, 1, 10, 5, 0, 0,
 333,JX275294_Nigeria_Poliovirus-2,Recombinant, 19.3001670637421, 20, 1, 10, 0, 0, 0, 0, 8, 4, 6.90260500801813, 0, 0, 1, 20, 2.5, 5, 15,
 333,KX162713_Nigeria_Poliovirus-2,MajorParent, 5.83638309523499, 0, 1, 5, 0, 10, 0, 0, 4, 8, 5.78101838490319, .303687635574837, 2, 2, 0, 0, 0, 0,
 333,JX275145_Nigeria_Poliovirus-2,MinorParent, 4.86344984102291, 10, 1, 0, 0, 0, 0, 0, 0, 0, 7.31637660707868, 0, 4, 0, 10, 5, 5, 20,
 334,JX275283_Nigeria_Poliovirus-2,Recombinant, 17.1600782837301, 20, 1, 10, 10, 0, 8, 18, 8, 4, 6.81076326636831, 0, 2, 2, 20, 2.5, 5, 20,
 334,JX275377_Nigeria_Poliovirus-2,MajorParent, 4.85476025197182, 0, 1, 5, 0, 10, 4, 14, 4, 8, 6.33391245672525, 0, 0, 0, 0, 0, 0, 0,
 334,JX275170_Nigeria_Poliovirus-2,MinorParent, 7.9851614642981, 10, 1, 0, 5, 0, 0, 0, 0, 0, 6.85532427690644, 0, 4, 1, 10, 5, 5, 15,
 335,JX275265_Nigeria_Poliovirus-2,Recombinant, 12.0694325380934, 20, 10, 5, 0, 0, 0, 0, 4, 0, 7.41216354419005, 0, 4, 1, 20, 0, 0, 20,
 335,KX162713_Nigeria_Poliovirus-2,MajorParent, 9.15583597390502, 0, 0, 10, 10, 0, 8, 18, 8, 4, 5.22395383659592, .336225596529284, 0, 0, 0, 2.5, 0, 0,
 335,JX275151_Nigeria_Poliovirus-2,MinorParent, 8.77473148800159, 10, 10, 0, 5, 10, 4, 14, 0, 8, 7.36388261921403, .216919739696312, 2, 2, 10, 5, 0, 15,
 336,JX275090_Nigeria_Poliovirus-2,Recombinant, 15.9211957912515, 10, 10, 10, 5, 0, 8, 18, 8, 4, 7.29307201745213, .390455531453362, 0, 1, 10, 5, 0, 20,
 336,JX275023_Nigeria_Poliovirus-2,MajorParent, 11.2394542531296, 20, 10, 0, 10, 0, 4, 0, 0, 8, 6.83397591822219, .488069414316703, 4, 0, 20, 2.5, 0, 15,
 336,JX275381_Nigeria_Poliovirus-2,MinorParent, 2.83934995561892, 0, 0, 5, 0, 0, 0, 14, 4, 0, 5.87295206432568, 0, 2, 2, 0, 0, 0, 0,
 338,JX275325_Nigeria_Poliovirus-2,Recombinant, 15.5642365196744, 20, 10, 5, 0, 10, 0, 0, 4, 0, 7.23886247998671, .108459869848156, 4, 1, 20, 0, 0, 20,
 338,KY941933_Nigeria_Poliovirus-3,MajorParent, 6.47531011528761, 0, 0, 10, 0, 0, 0, 0, 8, 4, 5.53900087952839, 0, 0, 0, 0, 2.5, 0, 15,
 338,JX275023_Nigeria_Poliovirus-2,MinorParent, 7.96045336503799, 10, 0, 0, 0, 0, 0, 0, 0, 8, 7.2221366404849, .162689804772234, 2, 2, 20, 5, 0, 0,
 340,JX275038_Nigeria_Poliovirus-2,Recombinant, 13.0973292622879, 20, 10, 10, 0, 5, 8, 18, 8, 8, 5.6989603073066, .162689804772234, 0, 0, 20, 0, 0, 0,
 340,JX275117_Nigeria_Poliovirus-2,MajorParent, 9.10804781454956, 10, 10, 0, 10, 5, 0, 0, 4, 4, 7.30346619185818, .238611713665944, 0, 1, 0, 2.5, 5, 20,
 340,JX275151_Nigeria_Poliovirus-2,MinorParent, 7.79462292316259, 0, 0, 5, 5, 5, 4, 14, 0, 0, 6.99757350083522, .130151843817787, 4, 2, 10, 5, 5, 15,
 341,KX162713_Nigeria_Poliovirus-2,Recombinant, 14.0009682399235, 0, 10, 10, 10, 5, 8, 18, 8, 8, 5.9428382219154, .108459869848156, 0, 2, 20, 2.5, 0, 0,
 341,JX275195_Nigeria_Poliovirus-2,MajorParent, 9.21675704365873, 0, 10, 5, 0, 5, 4, 14, 4, 4, 7.47783164524987, 0, 2, 0, 20, 5, 0, 15,
 341,JX275313_Nigeria_Poliovirus-2,MinorParent, 6.7822747164178, 20, 0, 0, 5, 5, 0, 0, 0, 0, 6.57933013283474, 0, 4, 1, 0, 0, 0, 20,
 342,JX275151_Nigeria_Poliovirus-2,Recombinant, 12.9576393622902, 20, 1, 5, 5, 0, 8, 18, 4, 8, 7.63501658423748, 0, 2, 1, 20, 2.5, 0, 0,
 342,JX275105_Nigeria_Poliovirus-2,MajorParent, 6.26465805581077, 0, 1, 0, 10, 0, 4, 14, 0, 4, 6.30096442399736, 0, 0, 2, 0, 5, 5, 15,
 342,JX275175_Nigeria_Poliovirus-2,MinorParent, 10.7777025818991, 20, 1, 10, 0, 10, 0, 0, 8, 0, 6.06401899176516, 0, 4, 0, 20, 0, 0, 20,
 346,JX275227_Nigeria_Poliovirus-2,Recombinant, 16.6602818696066, 20, 1, 5, 10, 5, 8, 18, 4, 8, 7.54460280840178, 0, 0, 2, 20, 5, 5, 15,
 346,KX162712_Nigeria_Poliovirus-2,MajorParent, 4.70716900802415, 0, 1, 10, 0, 5, 4, 14, 8, 4, 6.03301050025155, 0, 2, 0, 0, 0, 0, 0,
 346,JX275313_Nigeria_Poliovirus-2,MinorParent, 8.63254912236928, 20, 1, 0, 5, 5, 0, 0, 0, 0, 6.42238669134667, 0, 4, 1, 20, 2.5, 5, 20,
 348,JX275336_Nigeria_Poliovirus-2,Recombinant, 15.9780388092799, 20, 10, 5, 10, 0, 4, 14, 4, 8, 8.16611331883122, .498915401301518, 0, 2, 20, 5, 0, 20,
 348,JX275283_Nigeria_Poliovirus-2,MajorParent, 8.24075965928964, 0, 0, 10, 5, 10, 8, 18, 8, 4, 5.26409037143466, 0, 2, 0, 0, 2.5, 0, 0,
 348,JX275023_Nigeria_Poliovirus-2,MinorParent, 5.78120153143043, 10, 10, 0, 0, 0, 0, 0, 0, 0, 6.56979630973412, .140997830802603, 4, 1, 10, 0, 0, 15,
 351,JX275052_Nigeria_Poliovirus-2,Recombinant, 18.8718380564713, 20, 1, 10, 10, 0, 8, 18, 8, 4, 8.67821754173225, 0, 0, 2, 20, 2.5, 0, 20,
 351,JX275340_Nigeria_Poliovirus-2,MajorParent, 3.82466234678948, 0, 1, 5, 0, 10, 0, 0, 4, 8, 4.94781156480619, 4.33839479392625E-02, 0, 1, 0, 5, 5, 0,
 351,JX275122_Nigeria_Poliovirus-2,MinorParent, 7.30349959673927, 10, 1, 0, 5, 0, 4, 14, 0, 0, 6.37397089346155, 4.33839479392625E-02, 4, 0, 10, 0, 0, 15,
 353,JX275305_Nigeria_Poliovirus-2,Recombinant, 16.9100010667833, 20, 1, 10, 0, 10, 8, 18, 8, 8, 5.91917849018112, 0, 4, 2, 20, 2.5, 5, 15,
 353,JX275302_Nigeria_Poliovirus-2,MajorParent, 4.2857671963721, 0, 1, 0, 5, 0, 4, 14, 0, 4, 4.50058642645742, .281995661605206, 0, 0, 0, 0, 0, 20,
 353,OP137303_Israel_Poliovirus-3,MinorParent, 8.80423173684464, 10, 1, 5, 10, 0, 0, 0, 4, 0, 9.58023508336147, .130151843817787, 2, 1, 20, 5, 5, 0,
 355,MZ389229_Spain_2015,Recombinant, 12.9908806497989, 20, 1, 5, 10, 10, 4, 0, 4, 8, 7.3399121358074, 0, 4, 1, 0, 0, 0, 20,
 355,KX641240_China_2013,MajorParent, 7.52438392587558, 0, 1, 10, 5, 0, 0, 14, 8, 4, 6.8302313761195, .1085776330076, 0, 2, 0, 2.5, 5, 0,
 355,MW481634_China_2019,MinorParent, 9.48473542432552, 20, 1, 0, 0, 0, 8, 18, 0, 0, 5.82985648807311, .988056460369164, 2, 0, 0, 5, 5, 15,
 358,KF874627_China_1997,Recombinant, 14.5203320779791, 0, 1, 10, 10, 0, 8, 18, 8, 4, 5.45262895066804, 0, 2, 1, 0, 2.5, 5, 15,
 358,MW183139_China_2007,MajorParent, 7.75400635396731, 0, 1, 0, 5, 10, 4, 14, 0, 8, 4.38588363557451, 0, 0, 0, 0, 0, 0, 20,
 358,JX017382_China_2011,MinorParent, 7.72566156805357, 0, 1, 5, 0, 0, 0, 0, 4, 0, 10.1614874137574, 0, 4, 2, 0, 5, 5, 0,
 359,OP137286_Israel_Poliovirus-3,Recombinant, 13.8976479831844, 0, 1, 10, 10, 10, 4, 14, 8, 8, 5.86951850831933, 0, 4, 1, 20, 5, 5, 20,
 359,OP137297_Israel_Poliovirus-3,MajorParent, 6.48811451522163, 0, 1, 0, 0, 0, 0, 0, 4, 4, 7.59641168500373, 0, 0, 2, 0, 2.5, 0, 15,
 359,OP137313_Israel_Poliovirus-3,MinorParent, 9.61423750159401, 20, 1, 5, 5, 0, 8, 18, 0, 0, 6.53406980667694, 0, 2, 0, 20, 0, 0, 0,
 361,KY792585_India_1996,Recombinant, 11.5557638456828, 0, 1, 0, 0, 5, 8, 18, 0, 4, 7.35332724025284, 0, 0, 1, 0, 2.5, 5, 15,
 361,MG451805_United-Kingdom_2016,MajorParent, 8.15887904591581, 0, 1, 5, 10, 5, 0, 0, 4, 8, 5.79205990857035, 0, 4, 0, 0, 0, 0, 20,
 361,MN580136_China_1999,MinorParent, 10.2853571084014, 0, 1, 10, 5, 5, 4, 14, 8, 0, 6.85461285117681, 0, 2, 2, 0, 5, 5, 0,
 371,MG212454_Russia_Poliovirus-2,Recombinant, 18.8298110367694, 20, 10, 10, 5, 0, 8, 18, 8, 8, 12.09069489944, 0, 2, 2, 20, 5, 0, 15,
 371,MZ150565_China_Poliovirus-2,MajorParent, 8.36234088583873, 0, 10, 0, 10, 0, 4, 14, 0, 4, 4.133824358075, 0, 0, 1, 20, 2.5, 0, 20,
 371,OQ286211_United-Kingdom_Poliovirus-1,MinorParent, 2.8078480773919, 10, 0, 5, 0, 10, 0, 0, 4, 0, 3.77548074248503, 0, 4, 0, 0, 0, 0, 0,
 372,PP621655_Thailand_2019,Recombinant, 13.4002164535945, 20, 1, 10, 0, 0, 8, 18, 8, 4, 6.58558805827568, 1, 4, 0, 20, 0, 0, 15,
 372,MW183137_China_2007,MajorParent, 6.11854725664812, 0, 1, 0, 10, 0, 0, 0, 0, 8, 7.73486725675121, 2.3695652173913, 0, 2, 0, 5, 5, 0,
 372,OQ791511_USA_2009,MinorParent, 10.4812362897574, 20, 1, 5, 5, 10, 4, 14, 4, 0, 5.67954468497311, 1.47826086956522, 2, 1, 20, 2.5, 0, 20,
 373,JQ397329_China_2010,Recombinant, 13.3822450502936, 20, 10, 5, 10, 0, 8, 18, 4, 4, 7.52090978562684, 0, 4, 2, 20, 5, 5, 0,
 373,MZ394039_China_2016,MajorParent, 4.09325763614195, 0, 0, 0, 5, 10, 0, 0, 0, 8, 5.59319382491174, 3.26086956521739E-02, 0, 0, 0, 0, 0, 20,
 373,KX610685_USA_2016,MinorParent, 12.5244973135645, 20, 10, 10, 0, 0, 4, 14, 8, 0, 6.88589638946141, 0, 2, 1, 20, 2.5, 5, 15,
 374,MH144606_India_Enterovirus-C99,Recombinant, 18.7216593989367, 20, 10, 10, 5, 0, 4, 14, 8, 8, 8.78428976622836, 0, 4, 2, 20, 5, 0, 20,
 374,MH484166_Brazil_Enterovirus-C99,MajorParent, 9.53175290844602, 10, 0, 5, 10, 10, 8, 18, 4, 4, 6.07004105124509, 0, 0, 1, 10, 2.5, 0, 0,
 374,OP207968_USA_2017,MinorParent, 1.74658769261731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14566918252655, 1.96739130434783, 2, 0, 0, 0, 0, 15,
 376,MH614925_China_2010,Recombinant, 14.3787570966427, 20, 10, 5, 10, 5, 8, 18, 4, 0, 6.04792501481625, 0, 4, 1, 20, 2.5, 0, 20,
 376,KF874627_China_1997,MajorParent, 7.22139705375706, 0, 0, 10, 0, 5, 0, 0, 8, 4, 8.09361392000803, 0, 0, 2, 0, 5, 5, 0,
 376,PP621675_Thailand_2019,MinorParent, 8.39984584960024, 10, 10, 0, 5, 5, 4, 14, 0, 8, 5.85846106517572, 0, 2, 0, 10, 0, 0, 15,
 377,KX810066_USA_2013,Recombinant, 14.7700959145091, 20, 10, 5, 0, 10, 8, 14, 8, 0, 7.22488679435779, 2.22826086956522, 4, 1, 20, 0, 0, 20,
 377,MK689070_Brazil_2014,MajorParent, 4.66723715689694, 0, 0, 10, 5, 0, 0, 0, 4, 4, 6.26182143991804, .978260869565217, 0, 2, 0, 5, 5, 15,
 377,JX476166_India_2010,MinorParent, 10.562666928594, 20, 10, 0, 10, 0, 4, 18, 0, 8, 6.51329176572418, .467391304347826, 2, 0, 20, 2.5, 0, 0,
 380,MN815810_China_2018,Recombinant, 12.3745449818548, 20, 10, 5, 0, 5, 4, 14, 4, 4, 7.6016315658266, .652173913043478, 0, 2, 0, 5, 0, 20,
 380,OQ791511_USA_2009,MajorParent, 5.84580548636917, 0, 0, 10, 10, 5, 0, 0, 8, 8, 5.83492568664707, .554347826086957, 4, 1, 10, 2.5, 0, 0,
 380,KP289441_China_2013,MinorParent, 11.779649531776, 20, 10, 0, 5, 5, 8, 18, 0, 0, 6.56344274752634, .75, 2, 0, 20, 0, 0, 15,
 381,KF874626_China_2004,Recombinant, 13.7227782643197, 20, 10, 0, 10, 0, 8, 18, 0, 4, 7.07332909356458, .630434782608696, 0, 2, 20, 2.5, 0, 15,
 381,KP266568_China_2009,MajorParent, 7.08574725444779, 0, 0, 10, 5, 10, 4, 14, 8, 8, 6.10129250838635, .728260869565217, 2, 1, 0, 5, 5, 0,
 381,MN496161_China_2003,MinorParent, 9.19147448123254, 20, 10, 5, 0, 0, 0, 0, 4, 0, 6.82537839804907, 8.69565217391304E-02, 4, 0, 20, 0, 0, 20,
 382,MG451805_United-Kingdom_2016,Recombinant, 17.9686901323232, 0, 1, 10, 10, 0, 8, 18, 8, 8, 7.06987247257526, 0, 0, 2, 0, 5, 5, 15,
 382,OQ791573_USA_2018,MajorParent, .85809537764236, 0, 1, 0, 0, 0, 0, 0, 0, 4, 6.30700102567135, 1.77173913043478, 0, 0, 0, 0, 0, 0,
 382,MN181514_Nigeria_2014,MinorParent, 11.1732144900345, 0, 1, 5, 5, 10, 4, 14, 4, 0, 6.62312650175339, 1.75, 4, 1, 0, 2.5, 5, 20,
 383,KY369904_USA_2016,Recombinant, 12.3530100415989, 0, 1, 10, 10, 0, 4, 14, 8, 0, 7.00048779465901, 0, 0, 1, 0, 2.5, 0, 15,
 383,MW183137_China_2007,MajorParent, 5.9638610028434, 0, 1, 0, 0, 0, 0, 0, 0, 4, 6.24401543680745, 1.93478260869565, 4, 2, 0, 5, 5, 20,
 383,MN590273_France_2019,MinorParent, 11.6831289555577, 0, 1, 5, 5, 10, 8, 18, 4, 8, 6.75549676853354, 9.78260869565217E-02, 2, 0, 0, 0, 0, 0,
 384,MF678320_Australia_2008,Recombinant, 14.3105375373895, 20, 1, 10, 10, 5, 4, 14, 8, 0, 6.79792016867703, 0, 2, 1, 20, 2.5, 0, 15,
 384,KP266571_China_2002,MajorParent, 5.42973862239312, 0, 1, 0, 0, 5, 8, 18, 0, 4, 6.74986444246392, 0, 0, 2, 0, 5, 5, 0,
 384,MH745407_Nigeria_2014,MinorParent, 10.2597238402174, 20, 1, 5, 5, 5, 0, 0, 4, 8, 6.45221538885905, 0, 4, 0, 20, 0, 0, 20,
 386,OR253701_USA_Poliovirus-1,Recombinant, 18.5629316473774, 20, 1, 10, 10, 10, 8, 18, 8, 4, 7.55151520930683, 0, 2, 1, 20, 5, 5, 15,
 386,FJ517648_Belarus_Poliovirus-2,MajorParent, 3.27668760120177, 0, 1, 0, 0, 0, 0, 0, 0, 8, 6.22439171291908, 0, 0, 0, 0, 0, 0, 20,
 386,HM185056_China_2008,MinorParent, 8.16038075142085, 20, 1, 5, 5, 0, 4, 14, 4, 0, 6.22409307777409, 0, 4, 2, 20, 2.5, 5, 0,
 388,KY941935_Pakistan_Poliovirus-1,Recombinant, 15.189969803726, 0, 1, 10, 0, 5, 8, 18, 8, 8, 7.57054395237428, 6.52173913043478E-02, 4, 1, 0, 5, 5, 20,
 388,KJ170530_Nigeria_Poliovirus-1,MajorParent, 8.08822227221041, 10, 1, 5, 10, 5, 0, 0, 4, 4, 6.51213010868312, 2.31521739130435, 0, 2, 10, 0, 0, 15,
 388,KJ170677_Nigeria_Poliovirus-3,MinorParent, 6.72180792406358, 20, 1, 0, 5, 5, 4, 14, 0, 0, 5.9173259389426, 3.35869565217391, 2, 0, 20, 2.5, 0, 0,
 389,PP621614_Thailand_2019,Recombinant, 12.0983587815325, 20, 1, 0, 10, 0, 8, 18, 0, 8, 6.26555537204362, 1.6304347826087, 4, 1, 20, 2.5, 0, 15,
 389,PP621613_Thailand_2019,MajorParent, 9.74254973592476, 20, 1, 10, 0, 0, 4, 0, 8, 4, 6.63936324099473, .619565217391304, 0, 2, 20, 5, 5, 0,
 389,PP621598_Nepal_2023,MinorParent, 8.15909148254278, 0, 1, 5, 5, 5, 0, 14, 4, 0, 7.09508138696165, 1.77173913043478, 4, 0, 0, 0, 0, 20,
 391,MW183137_China_2007,Recombinant, 17.7642504782663, 0, 1, 10, 5, 5, 8, 18, 8, 8, 6.75152438047517, 7.60869565217391E-02, 0, 2, 0, 5, 5, 15,
 391,MN590273_France_2019,MajorParent, 10.3338783844372, 0, 1, 5, 10, 5, 4, 14, 4, 4, 6.6429313512426, 1.5, 2, 1, 0, 0, 0, 20,
 391,PP461541_Thailand_2023,MinorParent, 1.90187113729648, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.60554426828223, .423913043478261, 4, 0, 0, 2.5, 0, 0,
 404,KF982854_China_2012,Recombinant, 17.6509271044422, 20, 5, 10, 0, 0, 0, 0, 8, 0, 7.49940692809438, 0, 4, 2, 20, 5, 5, 20,
 404,JF738001_Thailand_2009,MajorParent, 6.30251187105765, 0, 10, 5, 0, 0, 0, 0, 4, 4, 6.45371343937947, .684039087947883, 0, 0, 20, 2.5, 5, 0,
 404,FJ360545_China_2008,MinorParent, 6.04656102450016, 20, 0, 0, 0, 10, 0, 0, 0, 8, 6.04687963252615, .249728555917481, 0, 1, 0, 0, 0, 15,
 433,MW183139_China_2007,Recombinant, 17.2847706493278, 20, 10, 5, 10, 0, 8, 18, 4, 4, 7.55962698245557, .47670639219935, 0, 1, 20, 5, 5, 20,
 433,MW183135_China_2007,MajorParent, 9.15537688275117, 20, 10, 0, 0, 10, 4, 14, 0, 8, 6.40117921279919, 0, 4, 0, 10, 0, 0, 15,
 433,MK689070_Brazil_2014,MinorParent, 3.55985246792106, 0, 0, 10, 5, 0, 0, 0, 8, 0, 6.03919380474524, 0, 2, 2, 0, 2.5, 5, 0,
 434,MW183135_China_2007,Recombinant, 13.9651186136549, 20, 10, 0, 10, 10, 4, 14, 0, 8, 6.57347369753954, 0, 4, 0, 20, 2.5, 0, 20,
 434,MW183137_China_2007,MajorParent, 8.63510707266246, 10, 5, 5, 0, 0, 0, 0, 4, 4, 7.08552129963442, 0, 2, 2, 10, 5, 5, 15,
 434,PP621632_Thailand_2019,MinorParent, 7.39977431368265, 0, 0, 10, 5, 0, 8, 18, 8, 0, 6.34100500282603, 0, 0, 1, 0, 0, 0, 0,
 436,MW183134_China_2007,Recombinant, 12.2603834438236, 20, 10, 0, 5, 10, 0, 0, 0, 8, 6.76930299226059, 0, 4, 0, 20, 2.5, 0, 20,
 436,MW183137_China_2007,MajorParent, 7.38811123950785, 0, 0, 5, 0, 0, 4, 14, 4, 4, 7.06392158799944, 0, 0, 2, 10, 5, 0, 0,
